ID;Genero;rango_edad;distrito;nivel_educativo;situacion_laboral;nivel_socioeconomico;variedad_productos_financieros;conceptos_ahorro;Tarjeto de Debito;depósitos en cuentas de ahorro/corriente;Préstamos personales;Tarjeta de crédito;Compras en cuotas con tarjeta de crédito;No he utilizado ninguno;prestamos_garantia;inversion_fondos_comunes;diferencias_creditos;leasing;arrendamiento_financiero;creditos_educativos;ventajas_desventajas;menores_edad;mayores_edad;responsable_desiciones;presupuesto;presupuesto_familiar;plan_presupuesto_familiar
98;Femenino;18 - 25 años;Distrito 1;Educación universitaria;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;No;Si;No;No;No;No;1;3;Yo mismo/a;Si;Si;La mayoría de las veces
99;Femenino;26 - 39 años;Distrito 1;Educación técnica o profesional;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;No estoy seguro/a;Si;Si;No;Si;Si;Si;Ninguno;Ninguna;Yo mismo/a;Si;Si;La mayoría de las veces
100;Femenino;40 años o más;Distrito 1;Educación técnica o profesional;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Si;No;Si;No;No;No;Si;2;2;Ambos, en colaboración;Si;Si;La mayoría de las veces
101;Femenino;26 - 39 años;Distrito 1;Educación secundaria;Empleado a tiempo parcial;Medio;Si;Si;FALSO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;Si;No;No estoy seguro/a;No;No estoy seguro/a;No;Si;3;Ninguna;Yo mismo/a;Si;No;Nunca
102;Femenino;26 - 39 años;Distrito 1;Educación universitaria;Empleado a tiempo parcial;Medio;Si;Si;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;No;Si;No;No;Si;No;Ninguno;Ninguna;Yo mismo/a;Si;Si;La mayoría de las veces
103;Masculino;18 - 25 años;Distrito 1;Educación técnica o profesional;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;Si;No;Si;No;No;No;Si;3;3;Ambos, en colaboración;Si;No;Siempre
104;Masculino;40 años o más;Distrito 1;Educación secundaria;Empleado a tiempo parcial;Medio;Si;Si;FALSO;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;No estoy seguro/a;No;No;No;No;No;Si;2;3;Yo mismo/a;Si;Si;La mayoría de las veces
105;Femenino;18 - 25 años;Distrito 1;Educación técnica o profesional;Empleado a tiempo parcial;Bajo;No;No estoy seguro/a;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;No estoy seguro/a;Si;No;No estoy seguro/a;No;Si;Si;Ninguno;3;Yo mismo/a;No;No estoy seguro/a;Algunas veces
106;Masculino;40 años o más;Distrito 1;Educación universitaria;Empleado a tiempo completo;Medio;No;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;Si;Si;Si;No;No estoy seguro/a;Si;Si;Ninguno;3;Ambos, en colaboración;No;Si;La mayoría de las veces
107;Femenino;18 - 25 años;Distrito 1;Educación secundaria;Estudiante;Medio;Si;No;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;No;No;No;No estoy seguro/a;No;No;No;1;2;Yo mismo/a;Si;Si;Algunas veces
108;Masculino;26 - 39 años;Distrito 1;Educación técnica o profesional;Empleado a tiempo parcial;Bajo;Si;Si;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;Si;Si;No;Si;Si;Si;1;3;Yo mismo/a;No;Si;Nunca
109;Masculino;18 - 25 años;Distrito 1;Educación secundaria;Estudiante;Medio;No estoy seguro/a;Si;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;No;Si;No;No;Si;No estoy seguro/a;1;2;Yo mismo/a;Si;Si;La mayoría de las veces
110;Masculino;18 - 25 años;Distrito 1;Educación técnica o profesional;Estudiante;Medio;Si;Si;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;Si;No;Si;Si;Si;3;3;Yo mismo/a;Si;Si;Algunas veces
111;Femenino;18 - 25 años;Distrito 1;Educación universitaria;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;No;Si;No;No;Si;Si;Ninguno;Ninguna;Yo mismo/a;Si;Si;Algunas veces
112;Masculino;18 - 25 años;Distrito 1;Educación universitaria;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;No estoy seguro/a;No;No estoy seguro/a;Si;Si;3;3;Yo mismo/a;Si;Si;La mayoría de las veces
113;Femenino;18 - 25 años;Distrito 1;Postgrado;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;No estoy seguro/a;No;No;No;No;No;1;2;Yo mismo/a;No;No;No tengo un plan
114;Femenino;40 años o más;Distrito 1;Educación universitaria;Otro;Medio;Si;Si;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;No;Si;No;No;Si;No;3;3;Yo mismo/a;No estoy seguro/a;No;No tengo un plan
115;Femenino;40 años o más;Distrito 1;Educación universitaria;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;No;No;Si;No estoy seguro/a;Si;Si;Si;Ninguno;Ninguna;Yo mismo/a;Si;Si;Algunas veces
116;Masculino;26 - 39 años;Distrito 1;Educación universitaria;Empleado a tiempo parcial;Medio;No;Si;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No;No;No;No;No;No;No;1;3;Yo mismo/a;Si;Si;Algunas veces
117;Masculino;26 - 39 años;Distrito 1;Educación técnica o profesional;Empleado a tiempo parcial;Bajo;No;Si;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;Si;No;Si;No;No;Si;Si;Ninguno;3;Yo mismo/a;Si;Si;Algunas veces
118;Femenino;26 - 39 años;Distrito 1;Educación técnica o profesional;Empleado a tiempo completo;Medio;Si;Si;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;No;Si;Si;No;No;No estoy seguro/a;Si;Ninguno;3;Yo mismo/a;Si;Si;Algunas veces
119;Femenino;18 - 25 años;Distrito 1;Educación secundaria;Empleado a tiempo parcial;Medio;Si;Si;FALSO;VERDADERO;FALSO;VERDADERO;VERDADERO;FALSO;No;Si;No;No;No;No;No;Ninguno;3;Otro;Si;Si;La mayoría de las veces
120;Masculino;18 - 25 años;Distrito 1;Educación secundaria;Estudiante;Medio;No estoy seguro/a;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;No;No;No;No;No;Si;Ninguno;3;Otro;Si;Si;La mayoría de las veces
121;Masculino;18 - 25 años;Distrito 1;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No;No;No;No;No;Si;No;1;3;Otro;Si;Si;Algunas veces
122;Masculino;26 - 39 años;Distrito 1;Educación técnica o profesional;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;No;No estoy seguro/a;No;No;Si;Si;Ninguno;1;Yo mismo/a;No estoy seguro/a;No estoy seguro/a;No tengo un plan
123;Femenino;18 - 25 años;Distrito 1;Educación universitaria;Estudiante;Medio;Si;Si;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;No estoy seguro/a;Si;Si;Si;No;Si;Si;1;3;Yo mismo/a;Si;No estoy seguro/a;La mayoría de las veces
124;Femenino;18 - 25 años;Distrito 1;Educación secundaria;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;No estoy seguro/a;Si;No;Si;Si;Ninguno;2;Ambos, en colaboración;Si;Si;La mayoría de las veces
125;Femenino;26 - 39 años;Distrito 1;Postgrado;Autónomo;Medio;No estoy seguro/a;No estoy seguro/a;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No;No;No;No;No;No;No;Ninguno;2;Mi cónyuge o pareja;Si;No estoy seguro/a;La mayoría de las veces
126;Masculino;26 - 39 años;Distrito 1;Educación técnica o profesional;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Si;Si;Si;No;No;Si;Si;Ninguno;2;Yo mismo/a;Si;Si;Algunas veces
127;Femenino;40 años o más;Distrito 1;Educación técnica o profesional;Empleado a tiempo parcial;Medio;Si;No estoy seguro/a;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;No;No;No estoy seguro/a;No;No;Si;No estoy seguro/a;2;1;Ambos, en colaboración;Si;Si;Algunas veces
128;Femenino;40 años o más;Distrito 1;Educación secundaria;Desempleado;Medio;No;No;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;No;No;No;No;No;No;No;Ninguno;3;Yo mismo/a;No;No;No tengo un plan
129;Femenino;26 - 39 años;Distrito 1;Educación técnica o profesional;Otro;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;Si;Si;Si;No;Si;Si;Si;Ninguno;3;Mi cónyuge o pareja;Si;Si;La mayoría de las veces
130;Masculino;26 - 39 años;Distrito 1;Educación técnica o profesional;Empleado a tiempo parcial;Bajo;No;Si;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;Si;No;Si;No;No;Si;Si;Ninguno;3;Yo mismo/a;Si;Si;Algunas veces
131;Femenino;26 - 39 años;Distrito 1;Educación secundaria;Desempleado;Bajo;No estoy seguro/a;Si;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;Si;No;No;No;Si;No estoy seguro/a;3;3;Ambos, en colaboración;Si;Si;Algunas veces
132;Femenino;40 años o más;Distrito 1;Postgrado;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;Si;Si;Si;No;Si;Si;Si;1;1;Yo mismo/a;Si;Si;La mayoría de las veces
133;Masculino;26 - 39 años;Distrito 1;Educación universitaria;Empleado a tiempo parcial;Medio;No estoy seguro/a;No estoy seguro/a;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;No estoy seguro/a;Si;Si;No;No;Si;No;Ninguno;3;Yo mismo/a;Si;Si;La mayoría de las veces
134;Femenino;18 - 25 años;Distrito 1;Educación secundaria;Estudiante;Medio;Si;Si;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;Si;Si;No;Si;Si;Si;3;3;Otro;Si;Si;La mayoría de las veces
135;Masculino;18 - 25 años;Distrito 1;Educación secundaria;Estudiante;Medio;No;No;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;1;1;Mi cónyuge o pareja;Si;Si;Siempre
136;Masculino;18 - 25 años;Distrito 1;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;No;Si;No estoy seguro/a;No;Si;Si;Si;Ninguno;3;Otro;Si;Si;Algunas veces
137;Masculino;18 - 25 años;Distrito 1;Educación secundaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;No;No;No;Si;Si;Si;Ninguno;1;Yo mismo/a;Si;Si;Siempre
138;Masculino;40 años o más;Distrito 1;Educación universitaria;Autónomo;Medio;No estoy seguro/a;No estoy seguro/a;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No;No estoy seguro/a;No;2;1;Ambos, en colaboración;No;No estoy seguro/a;No tengo un plan
139;Femenino;18 - 25 años;Distrito 1;Educación secundaria;Estudiante;Medio;No estoy seguro/a;No estoy seguro/a;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;2;2;Otro;No estoy seguro/a;No estoy seguro/a;No tengo un plan
140;Masculino;18 - 25 años;Distrito 1;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;No;No;No;No estoy seguro/a;Si;Si;2;3;Mi cónyuge o pareja;No;No estoy seguro/a;La mayoría de las veces
141;Masculino;18 - 25 años;Distrito 1;Educación universitaria;Empleado a tiempo parcial;Medio;Si;No;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;No;No;No;No;No;Si;3;1;Mi cónyuge o pareja;No;No;No tengo un plan
142;Masculino;40 años o más;Distrito 1;Educación primaria;Autónomo;Medio;Si;Si;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;No estoy seguro/a;Si;Si;Si;Si;Si;Ninguno;3;Mi cónyuge o pareja;No;No;No tengo un plan
143;Masculino;26 - 39 años;Distrito 1;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;Si;Si;Si;Si;Si;Si;Ninguno;3;Yo mismo/a;Si;Si;Algunas veces
144;Masculino;18 - 25 años;Distrito 1;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;Si;Si;Si;Si;Si;Si;Si;2;3;Yo mismo/a;Si;Si;Siempre
145;Masculino;18 - 25 años;Distrito 1;Educación secundaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;No estoy seguro/a;Si;No estoy seguro/a;Si;Si;Si;No estoy seguro/a;1;3;Yo mismo/a;Si;Si;La mayoría de las veces
146;Masculino;26 - 39 años;Distrito 1;Educación técnica o profesional;Autónomo;Medio;Si;No;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No;Si;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;Ninguno;2;Yo mismo/a;No estoy seguro/a;No estoy seguro/a;Algunas veces
147;Femenino;40 años o más;Distrito 1;Educación secundaria;Autónomo;Medio;Si;Si;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;No;No;No;No;No;No;Si;1;3;Yo mismo/a;Si;Si;Siempre
148;Femenino;40 años o más;Distrito 1;Educación secundaria;Autónomo;Medio;Si;Si;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;No;No;No;No;No;No;Si;1;3;Yo mismo/a;Si;Si;Siempre
149;Femenino;40 años o más;Distrito 1;Educación secundaria;Autónomo;Medio;Si;Si;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;No;No;No;No;No;No;Si;1;3;Yo mismo/a;Si;Si;Siempre
150;Femenino;40 años o más;Distrito 1;Educación técnica o profesional;Jubilado;Medio;Si;No estoy seguro/a;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;Si;Si;Si;Si;Si;3;3;Ambos, en colaboración;Si;Si;Siempre
151;Masculino;26 - 39 años;Distrito 1;Educación técnica o profesional;Autónomo;Medio;No estoy seguro/a;No;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;No;Si;No estoy seguro/a;Si;Si;No;Si;1;3;Yo mismo/a;Si;No;No tengo un plan
152;Masculino;18 - 25 años;Distrito 1;Educación universitaria;Estudiante;Bajo;Si;Si;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;Si;No estoy seguro/a;No estoy seguro/a;No;No estoy seguro/a;No;1;1;Otro;Si;Si;Algunas veces
153;Femenino;18 - 25 años;Distrito 1;Educación universitaria;Empleado a tiempo parcial;Medio;Si;Si;VERDADERO;FALSO;FALSO;VERDADERO;VERDADERO;FALSO;Si;Si;Si;Si;Si;Si;Si;Ninguno;1;Yo mismo/a;Si;Si;La mayoría de las veces
154;Femenino;18 - 25 años;Distrito 1;Educación universitaria;Estudiante;Medio;No estoy seguro/a;Si;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;No;No estoy seguro/a;No;No;No;No;Si;1;2;Yo mismo/a;Si;No;No tengo un plan
155;Masculino;18 - 25 años;Distrito 1;Educación universitaria;Estudiante;Medio;Si;No;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;Si;Si;Si;Si;Si;1;2;Yo mismo/a;No estoy seguro/a;Si;La mayoría de las veces
156;Femenino;18 - 25 años;Distrito 1;Educación universitaria;Estudiante;Alto;No;Si;FALSO;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;Si;No;No;No;No;Si;Si;Ninguno;2;Mi cónyuge o pareja;No estoy seguro/a;No estoy seguro/a;No tengo un plan
157;Masculino;18 - 25 años;Distrito 1;Educación universitaria;Estudiante;Medio;Si;Si;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;No estoy seguro/a;No;No estoy seguro/a;No estoy seguro/a;No;No;Ninguno;3;Ambos, en colaboración;Si;Si;Algunas veces
158;Masculino;18 - 25 años;Distrito 1;Educación universitaria;Estudiante;Medio;No estoy seguro/a;No;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;No estoy seguro/a;No;No;No;No estoy seguro/a;No;Si;1;3;Yo mismo/a;Si;No estoy seguro/a;No tengo un plan
159;Masculino;18 - 25 años;Distrito 1;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;Si;Si;Si;No estoy seguro/a;No;Si;Si;1;3;Yo mismo/a;Si;Si;La mayoría de las veces
160;Masculino;18 - 25 años;Distrito 1;Sin educación formal;Autónomo;Medio;Si;Si;VERDADERO;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;Si;Si;No;No;Si;Si;Si;1;2;Yo mismo/a;Si;Si;La mayoría de las veces
161;Masculino;18 - 25 años;Distrito 1;Educación universitaria;Estudiante;Medio;No;No;FALSO;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;Si;No;No;No;No;No estoy seguro/a;Si;2;3;Otro;Si;Si;Algunas veces
162;Masculino;18 - 25 años;Distrito 1;Educación universitaria;Estudiante;Alto;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;Si;Si;Si;Si;Si;2;3;Mi cónyuge o pareja;Si;Si;La mayoría de las veces
163;Femenino;26 - 39 años;Distrito 1;Educación universitaria;Autónomo;Alto;Si;Si;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;Si;Si;Si;Si;Si;Ninguno;1;Mi cónyuge o pareja;Si;Si;La mayoría de las veces
164;Femenino;26 - 39 años;Distrito 1;Educación secundaria;Jubilado;Bajo;No;Si;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;No;Si;No;No;Si;No;3;2;Ambos, en colaboración;Si;No estoy seguro/a;Algunas veces
165;Femenino;26 - 39 años;Distrito 1;Educación universitaria;Empleado a tiempo completo;Medio;No estoy seguro/a;No estoy seguro/a;VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;Si;No;Si;No estoy seguro/a;No;No;No;3;Ninguna;Yo mismo/a;No estoy seguro/a;No estoy seguro/a;No tengo un plan
166;Masculino;18 - 25 años;Distrito 1;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;Si;Si;No estoy seguro/a;Si;Si;1;3;Otro;Si;Si;La mayoría de las veces
167;Femenino;40 años o más;Distrito 1;Postgrado;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;No estoy seguro/a;No;No;No;No;No;Si;Ninguno;1;Yo mismo/a;Si;No;No tengo un plan
168;Masculino;40 años o más;Distrito 1;Educación universitaria;Empleado a tiempo completo;Medio;Si;Si;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;No;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;2;2;Ambos, en colaboración;Si;Si;Algunas veces
169;Masculino;18 - 25 años;Distrito 1;Educación universitaria;Estudiante;Medio;No estoy seguro/a;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;No;No;No;No estoy seguro/a;No;No;Ninguno;2;Otro;Si;Si;Algunas veces
170;Masculino;26 - 39 años;Distrito 1;Postgrado;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;No estoy seguro/a;No estoy seguro/a;Si;Si;Si;2;2;Yo mismo/a;No;No;Nunca
171;Masculino;18 - 25 años;Distrito 1;Educación universitaria;Estudiante;Medio;Si;Si;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;No;No;Si;Si;No;No;Ninguno;3;Yo mismo/a;Si;Si;Siempre
172;Masculino;26 - 39 años;Distrito 1;Postgrado;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;No;Si;Si;Si;Si;2;2;Yo mismo/a;Si;Si;Siempre
173;Femenino;26 - 39 años;Distrito 1;Educación técnica o profesional;Empleado a tiempo completo;Medio;No estoy seguro/a;No estoy seguro/a;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;No;No estoy seguro/a;No;No;No;No;No estoy seguro/a;Ninguno;Ninguna;Yo mismo/a;No estoy seguro/a;Si;La mayoría de las veces
174;Femenino;18 - 25 años;Distrito 1;Postgrado;Empleado a tiempo completo;Medio;No estoy seguro/a;Si;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;No estoy seguro/a;No;No;No;No;No;No;Ninguno;3;Yo mismo/a;No estoy seguro/a;Si;Algunas veces
175;Femenino;26 - 39 años;Distrito 1;Educación universitaria;Empleado a tiempo completo;Medio;No;No;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;No;No;No;No;No;No;No;1;2;Yo mismo/a;No;No;No tengo un plan
176;Masculino;26 - 39 años;Distrito 1;Postgrado;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;Si;Si;Si;Si;Si;Si;2;Ninguna;Yo mismo/a;No;No;Nunca
177;Masculino;40 años o más;Distrito 1;Educación universitaria;Empleado a tiempo completo;Medio;Si;Si;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;No;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;2;2;Ambos, en colaboración;Si;Si;Algunas veces
178;Femenino;40 años o más;Distrito 1;Educación universitaria;Autónomo;Medio;Si;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;No;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;2;1;Mi cónyuge o pareja;Si;Si;Siempre
179;Femenino;40 años o más;Distrito 1;Educación técnica o profesional;Autónomo;Medio;Si;Si;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;Si;No estoy seguro/a;Si;No;No;No;No estoy seguro/a;1;2;Ambos, en colaboración;Si;Si;Algunas veces
180;Femenino;40 años o más;Distrito 1;Educación universitaria;Autónomo;Medio;No estoy seguro/a;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;No;Si;Si;No;Si;No estoy seguro/a;2;1;Ambos, en colaboración;Si;Si;La mayoría de las veces
181;Femenino;40 años o más;Distrito 1;Educación técnica o profesional;Desempleado;Medio;Si;Si;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;No;Si;Si;Si;Si;Si;3;2;Ambos, en colaboración;Si;Si;Algunas veces
182;Masculino;18 - 25 años;Distrito 1;Educación secundaria;Estudiante;Medio;No estoy seguro/a;No estoy seguro/a;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;No estoy seguro/a;Si;No;No;Si;Si;Si;Ninguno;Ninguna;Yo mismo/a;No estoy seguro/a;No;No tengo un plan
183;Femenino;26 - 39 años;Distrito 1;Educación técnica o profesional;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;Si;No;No;No;Si;Si;No estoy seguro/a;2;Ninguna;Mi cónyuge o pareja;Si;Si;Algunas veces
184;Femenino;18 - 25 años;Distrito 1;Educación universitaria;Empleado a tiempo parcial;Medio;No;No;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;No estoy seguro/a;No estoy seguro/a;No;No;No;Si;Si;1;2;Otro;Si;No estoy seguro/a;Algunas veces
185;Masculino;26 - 39 años;Distrito 1;Educación universitaria;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;Si;No;No;No;No;No estoy seguro/a;2;2;Yo mismo/a;Si;No;No tengo un plan
186;Masculino;18 - 25 años;Distrito 1;Educación universitaria;Estudiante;Medio;Si;Si;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;No estoy seguro/a;No estoy seguro/a;Si;Si;No estoy seguro/a;Ninguno;1;Yo mismo/a;Si;Si;Algunas veces
188;Masculino;18 - 25 años;Distrito 1;Educación universitaria;Estudiante;Medio;Si;Si;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;Si;Si;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;1;2;Otro;No estoy seguro/a;No estoy seguro/a;No tengo un plan
189;Femenino;40 años o más;Distrito 1;Postgrado;Jubilado;Alto;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;Si;Si;Si;Si;Si;Si;Si;Ninguno;Ninguna;Ambos, en colaboración;Si;Si;La mayoría de las veces
190;Femenino;40 años o más;Distrito 1;Postgrado;Jubilado;Medio;Si;No estoy seguro/a;VERDADERO;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;Si;No estoy seguro/a;No estoy seguro/a;No estoy seguro/a;Si;Si;No estoy seguro/a;Ninguno;Ninguna;Yo mismo/a;Si;No estoy seguro/a;Algunas veces
191;Femenino;26 - 39 años;Distrito 1;Educación secundaria;Estudiante;Medio;Si;Si;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;Si;Si;No;No;Si;Si;Si;Ninguno;Ninguna;Mi cónyuge o pareja;Si;Si;Algunas veces
192;Femenino;40 años o más;Distrito 1;Educación universitaria;Desempleado;Medio;Si;Si;VERDADERO;FALSO;VERDADERO;VERDADERO;FALSO;FALSO;Si;No;No;No;No;No;No;2;Ninguna;Yo mismo/a;No;No;Nunca
194;Masculino;26 - 39 años;Distrito 1;Educación universitaria;Empleado a tiempo completo;Medio;Si;Si;VERDADERO;VERDADERO;VERDADERO;VERDADERO;VERDADERO;FALSO;Si;No;Si;No;No;No;No;Ninguno;Ninguna;Yo mismo/a;Si;Si;La mayoría de las veces
195;Femenino;18 - 25 años;Distrito 1;Educación universitaria;Estudiante;Medio;No;No;VERDADERO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;No;No estoy seguro/a;Si;No;No estoy seguro/a;Si;Si;1;2;Ambos, en colaboración;Si;Si;Algunas veces
196;Masculino;18 - 25 años;Distrito 1;Educación secundaria;Estudiante;Bajo;No estoy seguro/a;Si;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;No;No;No;No;No;No;No estoy seguro/a;2;3;Otro;Si;Si;La mayoría de las veces
